Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,0,-1.000,-1.000
11,0,-1.000,-1.000
12,0,-1.000,-1.000
13,0,-1.000,-1.000
14,0,-1.000,-1.000
15,0,-1.000,-1.000
16,0,-1.000,-1.000
17,0,-1.000,-1.000
18,0,-1.000,-1.000
19,0,-1.000,-1.000
20,0,-1.000,-1.000
21,0,-1.000,-1.000
22,0,-1.000,-1.000
23,1,0.650,0.639
24,1,0.649,0.656
25,1,0.648,0.671
26,1,0.649,0.689
27,1,0.648,0.708
28,1,0.648,0.719
29,1,0.648,0.701
30,1,0.648,0.682
31,1,0.648,0.667
32,1,0.649,0.654
33,1,0.648,0.642
34,1,0.648,0.633
35,1,0.648,0.622
36,1,0.650,0.617
37,1,0.650,0.611
38,1,0.649,0.608
39,1,0.645,0.601
40,1,0.620,0.569
41,1,0.591,0.535
42,1,0.566,0.506
43,1,0.552,0.487
44,1,0.523,0.458
45,1,0.506,0.435
46,1,0.485,0.419
47,1,0.466,0.403
48,1,0.452,0.392
49,1,0.434,0.376
50,1,0.423,0.368
51,1,0.404,0.356
52,1,0.393,0.350
53,1,0.381,0.346
54,1,0.367,0.340
55,1,0.356,0.335
56,1,0.345,0.336
57,1,0.334,0.333
58,1,0.325,0.329
59,1,0.315,0.332
60,1,0.305,0.336
61,1,0.298,0.338
62,1,0.292,0.324
63,1,0.292,0.303
64,1,0.297,0.286
65,1,0.303,0.264
66,1,0.308,0.246
67,1,0.313,0.229
68,1,0.317,0.212
69,1,0.325,0.199
70,1,0.330,0.183
71,1,0.334,0.174
72,1,0.340,0.157
73,1,0.345,0.150
74,1,0.352,0.142
75,1,0.360,0.132
76,1,0.366,0.125
77,1,0.372,0.121
78,1,0.379,0.115
79,1,0.385,0.115
80,1,0.391,0.111
81,1,0.398,0.114
82,1,0.405,0.111
83,1,0.412,0.118
84,1,0.420,0.122
85,1,0.427,0.126
86,1,0.434,0.132
87,1,0.442,0.143
88,1,0.451,0.156
89,1,0.459,0.169
90,1,0.467,0.183
91,1,0.474,0.196
92,1,0.483,0.215
93,1,0.493,0.239
94,1,0.502,0.264
95,1,0.510,0.285
96,1,0.520,0.311
97,1,0.528,0.338
98,1,0.537,0.364
99,1,0.537,0.378
100,1,0.541,0.356
101,1,0.542,0.343
102,1,0.541,0.335
103,1,0.541,0.324
104,1,0.540,0.319
105,1,0.541,0.312
106,1,0.541,0.310
107,1,0.541,0.310
108,1,0.543,0.310
109,1,0.543,0.310
110,1,0.543,0.317
111,1,0.541,0.321
112,1,0.544,0.326
113,1,0.545,0.336
114,1,0.545,0.343
115,1,0.545,0.351
116,1,0.547,0.364
117,1,0.546,0.346
118,1,0.547,0.325
119,1,0.548,0.326
120,1,0.547,0.307
121,1,0.548,0.287
122,1,0.548,0.269
123,1,0.548,0.257
124,1,0.555,0.256
125,1,0.562,0.264
126,1,0.573,0.278
127,1,0.583,0.290
128,1,0.595,0.306
129,1,0.602,0.321
130,1,0.614,0.338
131,1,0.625,0.356
132,1,0.634,0.376
133,1,0.645,0.400
134,1,0.652,0.411
135,1,0.664,0.422
136,1,0.673,0.435
137,1,0.683,0.446
138,1,0.693,0.460
139,1,0.706,0.485
140,1,0.715,0.501
141,1,0.727,0.525
142,1,0.739,0.553
143,1,0.748,0.578
144,1,0.759,0.608
145,1,0.772,0.642
146,1,0.785,0.678
147,1,0.797,0.708
148,1,0.805,0.708
149,1,0.815,0.703
150,1,0.824,0.704
151,1,0.833,0.701
152,1,0.842,0.704
153,1,0.854,0.708
154,1,0.864,0.714
155,1,0.875,0.722
156,1,0.877,0.731
157,1,0.875,0.740
158,1,0.875,0.750
159,1,0.872,0.764
160,1,0.865,0.749
161,1,0.859,0.731
162,1,0.849,0.714
163,1,0.842,0.701
164,1,0.835,0.689
165,1,0.827,0.681
166,1,0.820,0.671
167,1,0.812,0.664
168,1,0.806,0.660
169,1,0.800,0.658
170,1,0.791,0.656
171,1,0.785,0.660
172,1,0.777,0.662
173,1,0.772,0.669
174,1,0.765,0.678
175,1,0.759,0.686
176,1,0.751,0.646
177,1,0.745,0.610
178,1,0.739,0.568
179,1,0.729,0.519
180,1,0.719,0.467
181,1,0.707,0.425
182,1,0.695,0.376
183,1,0.684,0.340
184,1,0.674,0.301
185,1,0.666,0.271
186,1,0.655,0.239
187,1,0.646,0.210
188,1,0.637,0.185
189,1,0.631,0.164
190,1,0.620,0.144
191,1,0.612,0.128
192,1,0.604,0.107
193,1,0.598,0.094
194,1,0.589,0.083
195,1,0.583,0.071
196,1,0.574,0.064
197,1,0.568,0.056
198,1,0.561,0.049
199,1,0.554,0.047
200,1,0.548,0.044
201,1,0.541,0.044
202,1,0.537,0.044
203,1,0.531,0.049
204,1,0.523,0.053
205,1,0.519,0.056
206,1,0.512,0.065
207,1,0.507,0.072
208,1,0.502,0.078
209,1,0.498,0.090
210,1,0.494,0.099
211,1,0.489,0.113
212,1,0.483,0.125
213,1,0.478,0.138
214,1,0.474,0.157
215,1,0.477,0.186
216,1,0.487,0.242
217,1,0.497,0.297
218,1,0.508,0.362
219,1,0.520,0.428
220,1,0.532,0.510
221,1,0.545,0.589
222,1,0.559,0.679
223,1,0.569,0.715
224,1,0.577,0.721
225,1,0.600,0.708
226,1,0.616,0.700
227,1,0.636,0.690
228,1,0.655,0.679
229,1,0.676,0.669
230,1,0.693,0.665
231,1,0.709,0.660
232,1,0.728,0.657
233,1,0.746,0.660
234,1,0.762,0.664
235,1,0.778,0.665
236,1,0.795,0.669
237,1,0.806,0.667
238,1,0.816,0.653
239,1,0.824,0.640
240,1,0.822,0.628
241,1,0.814,0.624
242,1,0.808,0.619
243,1,0.801,0.621
244,1,0.795,0.617
245,1,0.788,0.618
246,1,0.782,0.622
247,1,0.775,0.625
248,1,0.773,0.619
249,1,0.771,0.610
