Frame,Ball,x,y
0,1,0.465,0.283
1,1,0.465,0.283
2,1,0.466,0.283
3,1,0.466,0.282
4,1,0.479,0.292
5,1,0.493,0.304
6,1,0.508,0.314
7,1,0.522,0.325
8,1,0.538,0.340
9,1,0.550,0.350
10,1,0.569,0.369
11,1,0.586,0.388
12,1,0.601,0.408
13,1,0.611,0.422
14,1,0.633,0.450
15,1,0.650,0.474
16,1,0.662,0.494
17,1,0.686,0.526
18,1,0.703,0.557
19,1,0.723,0.590
20,1,0.739,0.621
21,1,0.761,0.660
22,1,0.775,0.693
23,1,0.791,0.693
24,1,0.808,0.699
25,1,0.819,0.706
26,1,0.798,0.664
27,1,0.769,0.615
28,1,0.747,0.575
29,1,0.722,0.533
30,1,0.695,0.496
31,1,0.674,0.465
32,1,0.656,0.440
33,1,0.637,0.415
34,1,0.616,0.390
35,1,0.598,0.367
36,1,0.581,0.353
37,1,0.563,0.333
38,1,0.548,0.322
39,1,0.533,0.308
40,1,0.522,0.300
41,1,0.508,0.297
42,1,0.511,0.310
43,1,0.513,0.328
44,1,0.516,0.344
45,1,0.518,0.361
46,1,0.521,0.385
47,1,0.522,0.411
48,1,0.525,0.433
49,1,0.527,0.460
50,1,0.529,0.489
51,1,0.530,0.518
52,1,0.532,0.550
53,1,0.533,0.583
54,1,0.533,0.617
55,1,0.533,0.650
56,1,0.536,0.654
57,1,0.537,0.650
58,1,0.537,0.646
59,1,0.537,0.644
60,1,0.537,0.647
61,1,0.537,0.650
62,1,0.538,0.656
63,1,0.537,0.660
64,1,0.538,0.668
65,1,0.537,0.679
66,1,0.537,0.692
67,1,0.536,0.704
68,1,0.537,0.724
69,1,0.534,0.714
70,1,0.532,0.671
71,1,0.528,0.633
72,1,0.525,0.596
73,1,0.522,0.567
74,1,0.519,0.539
75,1,0.517,0.517
76,1,0.514,0.492
77,1,0.512,0.471
78,1,0.512,0.456
79,1,0.509,0.442
80,1,0.508,0.429
81,1,0.504,0.426
82,1,0.502,0.424
83,1,0.501,0.426
84,1,0.499,0.428
85,1,0.497,0.431
86,1,0.494,0.433
87,1,0.492,0.442
88,1,0.490,0.449
89,1,0.489,0.457
90,1,0.487,0.467
91,1,0.484,0.481
92,1,0.483,0.493
93,1,0.480,0.507
94,1,0.479,0.503
95,1,0.477,0.496
96,1,0.477,0.486
97,1,0.476,0.481
98,1,0.475,0.475
99,1,0.473,0.474
100,1,0.472,0.471
101,1,0.473,0.472
102,1,0.470,0.472
103,1,0.471,0.472
104,1,0.470,0.475
105,1,0.468,0.481
106,1,0.466,0.486
107,1,0.467,0.493
108,1,0.467,0.504
109,1,0.466,0.512
110,1,0.464,0.504
111,1,0.463,0.500
112,1,0.463,0.497
113,1,0.463,0.493
114,1,0.461,0.492
115,1,0.461,0.494
116,1,0.459,0.494
117,0,-1.000,-1.000
118,0,-1.000,-1.000
119,1,0.455,0.503
120,1,0.457,0.512
121,1,0.456,0.508
122,1,0.456,0.507
123,1,0.454,0.507
124,1,0.453,0.501
125,1,0.452,0.503
126,1,0.450,0.506
127,1,0.449,0.508
128,1,0.450,0.517
129,1,0.448,0.508
130,1,0.448,0.510
131,1,0.446,0.511
132,0,-1.000,-1.000
133,0,-1.000,-1.000
134,1,0.636,0.662
135,1,0.638,0.662
136,0,-1.000,-1.000
137,0,-1.000,-1.000
138,1,0.433,0.508
139,1,0.433,0.508
140,1,0.430,0.510
141,1,0.430,0.508
142,1,0.427,0.507
143,0,-1.000,-1.000
144,0,-1.000,-1.000
145,1,0.470,0.007
146,1,0.469,0.006
147,0,-1.000,-1.000
148,1,0.441,0.486
149,1,0.448,0.478
150,1,0.456,0.467
151,1,0.457,0.458
152,1,0.464,0.446
153,1,0.469,0.440
154,1,0.470,0.414
155,0,-1.000,-1.000
156,0,-1.000,-1.000
157,0,-1.000,-1.000
158,0,-1.000,-1.000
159,0,-1.000,-1.000
160,0,-1.000,-1.000
161,0,-1.000,-1.000
162,0,-1.000,-1.000
163,0,-1.000,-1.000
164,0,-1.000,-1.000
