Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,1,0.537,0.317
3,1,0.533,0.339
4,1,0.533,0.333
5,1,0.533,0.319
6,1,0.533,0.317
7,1,0.533,0.300
8,1,0.533,0.300
9,1,0.533,0.285
10,1,0.533,0.283
11,1,0.533,0.283
12,1,0.533,0.283
13,1,0.529,0.275
14,1,0.531,0.275
15,1,0.533,0.274
16,1,0.526,0.282
17,1,0.511,0.289
18,1,0.500,0.300
19,1,0.489,0.317
20,1,0.477,0.326
21,1,0.461,0.333
22,1,0.444,0.356
23,1,0.433,0.371
24,1,0.417,0.390
25,1,0.400,0.410
26,1,0.381,0.438
27,1,0.367,0.456
28,1,0.350,0.483
29,1,0.333,0.515
30,1,0.311,0.533
31,1,0.294,0.567
32,1,0.278,0.600
33,1,0.256,0.633
34,1,0.236,0.674
35,1,0.133,0.700
36,1,0.146,0.708
37,1,0.153,0.718
38,0,-1.000,-1.000
39,0,-1.000,-1.000
40,1,0.147,0.658
41,0,-1.000,-1.000
42,1,0.200,0.574
43,1,0.211,0.533
44,1,0.222,0.507
45,1,0.233,0.467
46,1,0.239,0.443
47,1,0.249,0.417
48,1,0.256,0.392
49,1,0.267,0.367
50,1,0.272,0.350
51,1,0.281,0.333
52,1,0.289,0.317
53,1,0.300,0.300
54,1,0.306,0.283
55,1,0.311,0.283
56,1,0.322,0.267
57,1,0.328,0.267
58,1,0.333,0.254
59,1,0.344,0.250
60,1,0.344,0.250
61,1,0.356,0.250
62,1,0.361,0.250
63,1,0.367,0.250
64,1,0.378,0.250
65,1,0.388,0.243
66,1,0.617,0.571
67,0,-1.000,-1.000
68,0,-1.000,-1.000
69,1,0.402,0.524
70,0,-1.000,-1.000
71,1,0.404,0.438
72,0,-1.000,-1.000
73,1,0.444,0.375
74,1,0.406,0.336
75,1,0.406,0.300
76,1,0.411,0.271
77,1,0.411,0.250
78,1,0.411,0.217
79,1,0.411,0.183
80,1,0.417,0.167
81,1,0.417,0.133
82,1,0.422,0.117
83,1,0.422,0.100
84,1,0.423,0.079
85,1,0.426,0.065
86,1,0.428,0.050
87,1,0.429,0.039
88,0,-1.000,-1.000
89,1,0.433,0.017
90,0,-1.000,-1.000
91,0,-1.000,-1.000
92,0,-1.000,-1.000
93,0,-1.000,-1.000
94,0,-1.000,-1.000
95,1,0.450,0.032
96,1,0.456,0.044
97,1,0.460,0.058
98,1,0.465,0.075
99,1,0.467,0.103
100,1,0.471,0.125
101,1,0.472,0.156
102,1,0.478,0.183
103,1,0.497,0.007
104,0,-1.000,-1.000
105,1,0.719,0.004
106,1,0.719,0.007
107,0,-1.000,-1.000
108,0,-1.000,-1.000
109,1,0.419,0.013
110,1,0.420,0.013
111,0,-1.000,-1.000
112,1,0.667,0.142
113,1,0.520,0.825
114,0,-1.000,-1.000
115,0,-1.000,-1.000
116,1,0.500,0.529
117,1,0.418,0.010
118,0,-1.000,-1.000
119,0,-1.000,-1.000
120,0,-1.000,-1.000
121,0,-1.000,-1.000
122,0,-1.000,-1.000
123,0,-1.000,-1.000
124,1,0.496,0.006
125,0,-1.000,-1.000
126,0,-1.000,-1.000
127,0,-1.000,-1.000
128,0,-1.000,-1.000
129,0,-1.000,-1.000
130,1,0.709,0.972
131,1,0.724,0.999
132,1,0.292,0.810
133,1,0.817,0.968
134,1,0.339,0.811
