Frame,Ball,x,y
0,1,0.577,0.713
1,1,0.576,0.693
2,1,0.577,0.679
3,1,0.576,0.664
4,1,0.576,0.653
5,1,0.577,0.643
6,1,0.578,0.633
7,1,0.577,0.628
8,1,0.578,0.622
9,1,0.570,0.590
10,1,0.562,0.556
11,1,0.555,0.528
12,1,0.549,0.500
13,1,0.543,0.478
14,1,0.537,0.454
15,1,0.530,0.435
16,1,0.523,0.417
17,1,0.520,0.403
18,1,0.515,0.388
19,1,0.508,0.375
20,1,0.503,0.367
21,1,0.500,0.361
22,1,0.493,0.353
23,1,0.489,0.347
24,1,0.484,0.344
25,1,0.480,0.340
26,1,0.477,0.342
27,1,0.470,0.339
28,1,0.468,0.340
29,1,0.465,0.340
30,1,0.461,0.347
31,1,0.459,0.347
32,1,0.455,0.332
33,1,0.452,0.314
34,1,0.448,0.300
35,1,0.446,0.289
36,1,0.445,0.278
37,1,0.443,0.264
38,1,0.438,0.260
39,1,0.436,0.250
40,1,0.434,0.250
41,1,0.430,0.251
42,1,0.423,0.254
43,1,0.420,0.258
44,1,0.412,0.264
45,1,0.409,0.272
46,1,0.403,0.281
47,1,0.398,0.290
48,1,0.392,0.300
49,1,0.387,0.315
50,1,0.380,0.332
51,1,0.375,0.347
52,1,0.369,0.364
53,1,0.362,0.386
54,1,0.359,0.403
55,1,0.352,0.431
56,1,0.342,0.463
57,1,0.339,0.482
58,1,0.360,0.464
59,1,0.384,0.439
60,1,0.404,0.418
61,1,0.423,0.399
62,1,0.442,0.382
63,1,0.459,0.369
64,1,0.478,0.356
65,1,0.493,0.347
66,1,0.512,0.335
67,1,0.528,0.326
68,1,0.544,0.319
69,1,0.559,0.315
70,1,0.573,0.311
71,1,0.588,0.310
72,1,0.602,0.308
73,1,0.616,0.308
74,1,0.628,0.310
75,1,0.641,0.311
76,1,0.654,0.317
77,1,0.664,0.319
78,1,0.677,0.321
79,1,0.688,0.328
80,1,0.700,0.336
81,1,0.709,0.332
82,1,0.716,0.319
83,1,0.727,0.306
84,1,0.727,0.303
85,1,0.717,0.293
86,1,0.709,0.294
87,1,0.702,0.293
88,1,0.694,0.299
89,1,0.684,0.303
90,1,0.676,0.308
91,1,0.667,0.315
92,1,0.657,0.322
93,1,0.648,0.333
94,1,0.638,0.344
95,1,0.628,0.361
96,1,0.617,0.375
97,1,0.606,0.392
98,1,0.594,0.417
99,1,0.585,0.431
100,1,0.589,0.417
101,1,0.594,0.403
102,1,0.598,0.389
103,1,0.602,0.375
104,1,0.605,0.371
105,1,0.609,0.361
106,1,0.614,0.356
107,1,0.617,0.347
108,1,0.621,0.346
109,1,0.624,0.343
110,1,0.627,0.342
111,1,0.630,0.342
112,1,0.633,0.347
113,1,0.635,0.340
114,1,0.637,0.324
115,1,0.639,0.312
116,1,0.641,0.300
117,1,0.643,0.287
118,1,0.643,0.279
119,1,0.645,0.271
120,1,0.648,0.264
121,1,0.648,0.258
122,1,0.649,0.256
123,1,0.651,0.254
124,1,0.652,0.256
125,1,0.656,0.264
126,1,0.659,0.264
127,1,0.662,0.272
128,1,0.664,0.278
129,1,0.666,0.287
130,1,0.659,0.289
131,1,0.649,0.285
132,1,0.637,0.286
133,1,0.627,0.286
134,1,0.616,0.289
135,1,0.604,0.292
136,1,0.592,0.299
137,1,0.580,0.304
138,1,0.566,0.317
139,1,0.554,0.326
140,1,0.541,0.339
141,1,0.527,0.351
142,1,0.514,0.368
143,1,0.499,0.389
144,1,0.486,0.404
145,1,0.470,0.426
146,1,0.455,0.433
147,1,0.449,0.419
148,1,0.441,0.406
149,1,0.432,0.392
150,1,0.427,0.385
151,1,0.418,0.375
152,1,0.411,0.368
153,1,0.406,0.361
154,1,0.398,0.361
155,1,0.391,0.357
156,1,0.387,0.353
157,1,0.381,0.353
158,1,0.375,0.354
159,1,0.370,0.353
160,1,0.364,0.353
161,1,0.359,0.336
162,1,0.352,0.319
163,1,0.348,0.303
164,1,0.345,0.293
165,1,0.340,0.285
166,1,0.335,0.274
167,1,0.333,0.253
168,1,0.334,0.226
169,1,0.336,0.208
170,1,0.338,0.189
171,1,0.338,0.165
172,1,0.339,0.146
173,1,0.340,0.126
174,1,0.342,0.110
175,1,0.343,0.093
176,1,0.345,0.076
177,1,0.347,0.062
178,1,0.348,0.049
179,1,0.350,0.037
180,1,0.352,0.028
181,1,0.352,0.019
182,1,0.355,0.011
183,1,0.357,0.006
184,0,-1.000,-1.000
185,0,-1.000,-1.000
186,0,-1.000,-1.000
187,0,-1.000,-1.000
188,0,-1.000,-1.000
189,0,-1.000,-1.000
190,0,-1.000,-1.000
191,1,0.377,0.003
192,1,0.379,0.007
193,1,0.382,0.015
194,1,0.384,0.024
195,1,0.387,0.037
196,1,0.389,0.049
197,1,0.392,0.065
198,1,0.397,0.082
199,1,0.399,0.104
200,1,0.402,0.121
201,1,0.406,0.146
202,1,0.409,0.171
203,1,0.412,0.200
204,1,0.414,0.222
205,1,0.420,0.254
206,1,0.422,0.286
207,1,0.396,0.310
208,1,0.381,0.336
209,1,0.367,0.361
210,1,0.352,0.376
211,1,0.346,0.403
212,1,0.333,0.367
213,1,0.324,0.319
214,1,0.318,0.275
215,1,0.311,0.235
216,1,0.304,0.199
217,1,0.298,0.169
218,1,0.290,0.139
219,1,0.289,0.111
220,1,0.284,0.094
221,1,0.287,0.067
222,1,0.295,0.050
223,1,0.302,0.033
224,1,0.302,0.025
225,1,0.302,0.018
226,1,0.305,0.014
227,1,0.305,0.006
228,1,0.305,0.001
229,1,0.306,0.003
230,1,0.308,0.001
231,1,0.309,0.003
232,1,0.310,0.003
233,1,0.311,0.006
234,1,0.312,0.006
235,1,0.313,0.008
236,1,0.315,0.014
237,1,0.316,0.024
238,1,0.316,0.031
239,1,0.320,0.042
240,1,0.320,0.051
241,1,0.322,0.067
242,1,0.323,0.082
243,1,0.326,0.096
244,1,0.327,0.113
245,1,0.330,0.132
246,1,0.331,0.151
247,1,0.334,0.171
248,1,0.336,0.194
249,1,0.338,0.219
250,1,0.340,0.246
251,1,0.343,0.272
252,1,0.345,0.297
253,1,0.335,0.318
254,1,0.323,0.339
255,1,0.312,0.361
256,1,0.301,0.383
257,1,0.289,0.410
258,1,0.277,0.439
259,1,0.264,0.471
260,1,0.252,0.504
261,1,0.240,0.537
262,1,0.228,0.571
263,1,0.214,0.619
264,1,0.202,0.629
265,1,0.195,0.625
266,1,0.184,0.625
267,1,0.174,0.628
268,1,0.166,0.631
269,1,0.166,0.635
270,1,0.166,0.639
271,1,0.166,0.643
272,1,0.168,0.651
273,1,0.169,0.660
274,1,0.170,0.672
275,1,0.172,0.688
276,1,0.173,0.707
277,1,0.174,0.725
278,1,0.176,0.749
279,1,0.177,0.772
280,1,0.180,0.792
281,1,0.182,0.824
282,1,0.184,0.856
283,1,0.184,0.854
284,1,0.184,0.829
285,1,0.184,0.807
286,1,0.185,0.785
287,1,0.187,0.769
288,1,0.188,0.750
289,1,0.188,0.736
290,1,0.190,0.724
291,1,0.190,0.714
292,1,0.191,0.710
293,1,0.193,0.701
294,1,0.194,0.697
295,1,0.195,0.694
296,1,0.196,0.697
297,1,0.196,0.697
298,1,0.198,0.699
299,1,0.199,0.704
