Frame,Ball,x,y
0,0,-1.000,-1.000
1,1,0.547,0.264
2,1,0.547,0.281
3,1,0.545,0.292
4,1,0.544,0.315
5,1,0.541,0.311
6,1,0.541,0.300
7,1,0.541,0.289
8,1,0.541,0.279
9,1,0.541,0.272
10,1,0.539,0.264
11,1,0.540,0.260
12,1,0.538,0.256
13,1,0.539,0.251
14,1,0.539,0.251
15,1,0.537,0.249
16,1,0.528,0.257
17,1,0.515,0.268
18,1,0.503,0.278
19,1,0.488,0.289
20,1,0.474,0.301
21,1,0.461,0.315
22,1,0.445,0.333
23,1,0.430,0.347
24,1,0.416,0.368
25,1,0.398,0.389
26,1,0.385,0.407
27,1,0.365,0.433
28,1,0.347,0.461
29,1,0.329,0.486
30,1,0.309,0.517
31,1,0.288,0.549
32,1,0.268,0.583
33,1,0.248,0.617
34,1,0.230,0.657
35,1,0.203,0.703
36,1,0.182,0.711
37,1,0.165,0.718
38,1,0.148,0.725
39,1,0.152,0.732
40,1,0.160,0.739
41,1,0.168,0.746
42,1,0.174,0.756
43,1,0.180,0.764
44,1,0.204,0.740
45,1,0.234,0.682
46,1,0.258,0.639
47,1,0.287,0.593
48,1,0.310,0.557
49,1,0.330,0.528
50,1,0.352,0.496
51,1,0.372,0.469
52,1,0.391,0.446
53,1,0.410,0.426
54,1,0.423,0.414
55,1,0.445,0.389
56,1,0.461,0.375
57,1,0.477,0.367
58,1,0.492,0.361
59,1,0.506,0.354
60,1,0.522,0.347
61,1,0.534,0.343
62,1,0.549,0.338
63,1,0.560,0.339
64,1,0.570,0.342
65,1,0.583,0.343
66,1,0.577,0.347
67,1,0.559,0.347
68,1,0.544,0.354
69,1,0.527,0.360
70,1,0.509,0.368
71,1,0.492,0.375
72,1,0.477,0.389
73,1,0.459,0.396
74,1,0.443,0.414
75,1,0.427,0.425
76,1,0.407,0.440
77,1,0.389,0.458
78,1,0.375,0.472
79,1,0.352,0.499
80,1,0.333,0.518
81,1,0.314,0.542
82,1,0.295,0.565
83,1,0.283,0.564
84,1,0.270,0.557
85,1,0.259,0.554
86,1,0.250,0.553
87,1,0.237,0.549
88,1,0.228,0.550
89,1,0.215,0.553
90,1,0.203,0.556
91,1,0.193,0.560
92,1,0.190,0.564
93,1,0.192,0.564
94,1,0.193,0.562
95,1,0.197,0.564
96,1,0.202,0.568
97,1,0.205,0.578
98,1,0.207,0.582
99,1,0.216,0.575
100,1,0.222,0.546
101,1,0.230,0.528
102,1,0.242,0.501
103,1,0.251,0.486
104,1,0.258,0.469
105,1,0.266,0.458
106,1,0.273,0.444
107,1,0.280,0.442
108,1,0.281,0.436
109,1,0.279,0.432
110,1,0.278,0.436
111,1,0.277,0.439
112,1,0.278,0.446
113,1,0.278,0.453
114,1,0.277,0.460
