Frame,Ball,x,y
0,1,0.404,0.297
1,1,0.404,0.311
2,1,0.405,0.324
3,1,0.405,0.311
4,1,0.405,0.306
5,1,0.405,0.296
6,1,0.405,0.290
7,1,0.405,0.282
8,1,0.405,0.275
9,1,0.405,0.274
10,1,0.406,0.269
11,1,0.405,0.268
12,1,0.406,0.272
13,1,0.407,0.272
14,1,0.416,0.276
15,1,0.436,0.281
16,1,0.450,0.292
17,1,0.467,0.301
18,1,0.481,0.310
19,1,0.500,0.322
20,1,0.517,0.335
21,1,0.532,0.347
22,1,0.551,0.365
23,1,0.571,0.381
24,1,0.588,0.401
25,1,0.607,0.424
26,1,0.626,0.446
27,1,0.645,0.465
28,1,0.661,0.489
29,1,0.684,0.525
30,1,0.702,0.550
31,1,0.724,0.585
32,1,0.743,0.621
33,1,0.765,0.658
34,1,0.781,0.688
35,1,0.799,0.686
36,1,0.819,0.694
37,1,0.832,0.697
38,1,0.849,0.703
39,1,0.855,0.711
40,1,0.849,0.718
41,1,0.845,0.722
42,1,0.836,0.736
43,1,0.830,0.746
44,1,0.823,0.764
45,1,0.809,0.718
46,1,0.795,0.649
47,1,0.782,0.594
48,1,0.768,0.546
49,1,0.757,0.499
50,1,0.745,0.451
51,1,0.734,0.415
52,1,0.723,0.375
53,1,0.710,0.342
54,1,0.698,0.304
55,1,0.691,0.282
56,1,0.679,0.250
57,1,0.669,0.224
58,1,0.659,0.204
59,1,0.650,0.182
60,1,0.641,0.163
61,1,0.634,0.153
62,1,0.625,0.139
63,1,0.616,0.129
64,1,0.608,0.114
65,1,0.600,0.108
66,1,0.592,0.100
67,1,0.586,0.097
68,1,0.577,0.096
69,1,0.573,0.096
70,1,0.564,0.094
71,1,0.558,0.097
72,1,0.550,0.099
73,1,0.544,0.101
74,1,0.538,0.108
75,1,0.534,0.115
76,1,0.526,0.122
77,1,0.520,0.128
78,1,0.515,0.142
79,1,0.510,0.153
80,1,0.512,0.239
81,1,0.518,0.322
82,1,0.522,0.399
83,1,0.528,0.507
84,1,0.533,0.575
85,1,0.534,0.561
86,1,0.536,0.543
87,1,0.537,0.525
88,1,0.539,0.517
89,1,0.540,0.514
90,1,0.541,0.501
91,1,0.546,0.499
92,1,0.548,0.503
93,1,0.552,0.501
94,1,0.554,0.492
95,1,0.553,0.438
96,1,0.555,0.400
97,1,0.548,0.344
98,1,0.546,0.303
99,1,0.548,0.267
100,1,0.543,0.233
101,1,0.541,0.200
102,1,0.541,0.176
103,1,0.539,0.142
104,1,0.537,0.122
105,1,0.537,0.101
106,1,0.535,0.082
107,1,0.535,0.065
108,1,0.533,0.049
109,1,0.533,0.037
110,1,0.531,0.028
111,1,0.531,0.014
112,1,0.530,0.010
113,1,0.527,0.008
114,1,0.527,0.001
115,1,0.527,0.003
116,1,0.527,0.001
117,1,0.525,0.000
118,1,0.525,0.004
119,1,0.525,0.008
120,1,0.523,0.014
121,1,0.523,0.022
122,1,0.523,0.031
123,1,0.523,0.039
124,1,0.521,0.050
125,1,0.521,0.062
126,1,0.520,0.071
127,1,0.521,0.089
128,1,0.520,0.100
129,1,0.520,0.119
130,1,0.520,0.136
131,1,0.518,0.153
132,1,0.520,0.171
133,1,0.518,0.190
134,1,0.518,0.208
135,1,0.520,0.228
136,1,0.519,0.247
137,1,0.518,0.271
138,1,0.517,0.297
139,1,0.516,0.315
140,1,0.517,0.342
141,1,0.516,0.361
142,1,0.517,0.340
143,1,0.517,0.321
144,1,0.517,0.306
145,1,0.517,0.282
146,1,0.517,0.268
147,1,0.519,0.254
