Frame,Ball,x,y
0,1,0.438,0.267
1,1,0.438,0.282
2,1,0.438,0.299
3,1,0.438,0.290
4,1,0.438,0.281
5,1,0.438,0.271
6,1,0.438,0.268
7,1,0.437,0.258
8,1,0.438,0.256
9,1,0.438,0.251
10,1,0.437,0.247
11,1,0.438,0.249
12,1,0.438,0.251
13,1,0.442,0.254
14,1,0.447,0.258
15,1,0.450,0.264
16,1,0.452,0.275
17,1,0.458,0.283
18,1,0.460,0.292
19,1,0.466,0.300
20,1,0.469,0.318
21,1,0.471,0.335
22,1,0.474,0.354
23,1,0.479,0.371
24,1,0.481,0.390
25,1,0.486,0.411
26,1,0.490,0.432
27,1,0.493,0.458
28,1,0.498,0.492
29,1,0.502,0.524
30,1,0.505,0.557
31,1,0.509,0.593
32,1,0.513,0.633
33,1,0.516,0.656
34,1,0.517,0.658
35,1,0.519,0.665
36,1,0.522,0.671
37,1,0.526,0.681
38,1,0.526,0.696
39,1,0.528,0.714
40,1,0.530,0.729
41,1,0.533,0.750
42,1,0.536,0.735
43,1,0.539,0.715
44,1,0.544,0.701
45,1,0.547,0.692
46,1,0.553,0.681
47,1,0.554,0.672
48,1,0.557,0.668
49,1,0.554,0.646
50,1,0.539,0.604
51,1,0.527,0.568
52,1,0.515,0.536
53,1,0.502,0.504
54,1,0.491,0.476
55,1,0.480,0.453
56,1,0.471,0.431
57,1,0.461,0.417
58,1,0.453,0.397
59,1,0.445,0.383
60,1,0.435,0.371
61,1,0.427,0.360
62,1,0.421,0.353
63,1,0.414,0.347
64,1,0.408,0.342
65,1,0.402,0.338
66,1,0.392,0.336
67,1,0.389,0.336
68,1,0.382,0.336
69,1,0.379,0.336
70,1,0.373,0.339
71,1,0.370,0.342
72,1,0.365,0.349
73,1,0.362,0.351
74,1,0.357,0.358
75,1,0.353,0.356
76,1,0.349,0.342
77,1,0.348,0.325
78,1,0.345,0.317
79,1,0.344,0.308
80,1,0.341,0.304
81,1,0.339,0.301
82,1,0.337,0.299
83,1,0.337,0.296
84,1,0.334,0.300
85,1,0.332,0.299
86,1,0.331,0.297
87,1,0.328,0.303
88,1,0.325,0.310
89,1,0.323,0.312
90,1,0.320,0.319
91,1,0.320,0.329
92,1,0.318,0.340
93,1,0.318,0.347
94,1,0.317,0.362
95,1,0.312,0.381
96,1,0.310,0.394
97,1,0.309,0.417
98,1,0.309,0.431
99,1,0.326,0.411
100,1,0.345,0.385
101,1,0.359,0.369
102,1,0.376,0.351
103,1,0.390,0.338
104,1,0.402,0.325
105,1,0.413,0.315
106,1,0.425,0.303
107,1,0.439,0.299
108,1,0.448,0.289
109,1,0.459,0.289
110,1,0.452,0.293
111,1,0.448,0.297
112,1,0.444,0.308
113,1,0.438,0.317
114,1,0.434,0.329
115,1,0.428,0.343
116,1,0.423,0.354
117,1,0.417,0.371
118,1,0.412,0.385
119,1,0.420,0.369
120,1,0.430,0.344
121,1,0.440,0.324
122,1,0.450,0.304
123,1,0.460,0.283
124,1,0.469,0.271
125,1,0.477,0.258
126,1,0.482,0.247
127,1,0.490,0.240
128,1,0.498,0.233
129,1,0.505,0.225
130,1,0.510,0.219
131,1,0.518,0.217
132,1,0.522,0.215
133,1,0.527,0.215
134,1,0.534,0.215
135,1,0.537,0.214
136,1,0.542,0.218
137,1,0.548,0.222
138,1,0.551,0.225
139,1,0.555,0.231
140,1,0.560,0.235
141,1,0.563,0.243
142,1,0.567,0.250
143,1,0.570,0.258
144,1,0.571,0.265
145,1,0.572,0.261
146,1,0.574,0.261
147,1,0.576,0.257
148,1,0.578,0.261
149,1,0.577,0.261
150,1,0.580,0.263
151,1,0.580,0.265
152,1,0.583,0.269
153,1,0.585,0.276
154,1,0.584,0.282
