Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,1,0.654,0.642
11,1,0.653,0.658
12,1,0.652,0.678
13,1,0.652,0.694
14,1,0.652,0.715
15,1,0.651,0.715
16,1,0.650,0.696
17,1,0.650,0.681
18,1,0.649,0.668
19,1,0.648,0.653
20,1,0.646,0.639
21,1,0.647,0.629
22,1,0.647,0.619
23,1,0.645,0.617
24,1,0.645,0.610
25,1,0.645,0.607
26,1,0.641,0.603
27,1,0.617,0.578
28,1,0.588,0.539
29,1,0.562,0.511
30,1,0.544,0.489
31,1,0.523,0.468
32,1,0.506,0.454
33,1,0.485,0.433
34,1,0.466,0.417
35,1,0.451,0.404
36,1,0.437,0.397
37,1,0.420,0.385
38,1,0.407,0.378
39,1,0.397,0.375
40,1,0.383,0.369
41,1,0.373,0.367
42,1,0.360,0.362
43,1,0.351,0.364
44,1,0.341,0.361
45,1,0.334,0.361
46,1,0.327,0.347
47,1,0.318,0.331
48,1,0.312,0.319
49,1,0.306,0.310
50,1,0.301,0.300
51,1,0.295,0.294
52,1,0.295,0.282
53,1,0.299,0.271
54,1,0.304,0.254
55,1,0.310,0.240
56,1,0.315,0.228
57,1,0.320,0.218
58,1,0.324,0.208
59,1,0.330,0.201
60,1,0.337,0.194
61,1,0.341,0.186
62,1,0.348,0.181
63,1,0.352,0.178
64,1,0.359,0.175
65,1,0.365,0.174
66,1,0.370,0.174
67,1,0.377,0.176
68,1,0.382,0.175
69,1,0.388,0.182
70,1,0.394,0.186
71,1,0.402,0.193
72,1,0.407,0.203
73,1,0.414,0.212
74,1,0.420,0.224
75,1,0.427,0.236
76,1,0.433,0.254
77,1,0.441,0.272
78,1,0.448,0.289
79,1,0.446,0.307
80,1,0.437,0.315
81,1,0.427,0.321
82,1,0.417,0.333
83,1,0.411,0.347
84,1,0.402,0.356
85,1,0.398,0.328
86,1,0.395,0.292
87,1,0.389,0.250
88,1,0.384,0.217
89,1,0.381,0.190
90,1,0.377,0.164
91,1,0.373,0.150
92,1,0.369,0.139
93,1,0.365,0.125
94,1,0.360,0.111
95,1,0.355,0.101
96,1,0.352,0.097
97,1,0.348,0.090
98,1,0.342,0.078
99,1,0.337,0.071
100,1,0.334,0.069
101,1,0.328,0.064
102,1,0.322,0.065
103,1,0.318,0.060
104,1,0.314,0.062
105,1,0.309,0.062
106,1,0.303,0.065
107,1,0.299,0.068
108,1,0.292,0.074
109,1,0.287,0.081
110,1,0.284,0.087
111,1,0.276,0.094
112,1,0.272,0.108
113,1,0.267,0.121
114,1,0.260,0.136
115,1,0.255,0.153
116,1,0.249,0.169
117,1,0.243,0.190
118,1,0.237,0.210
119,1,0.231,0.232
120,1,0.223,0.257
121,1,0.218,0.283
122,1,0.211,0.310
123,1,0.205,0.339
124,1,0.198,0.371
125,1,0.193,0.400
126,1,0.186,0.435
127,1,0.179,0.472
128,1,0.181,0.504
129,1,0.187,0.533
130,1,0.192,0.562
131,1,0.199,0.594
132,1,0.205,0.629
133,1,0.209,0.657
134,1,0.215,0.697
135,1,0.220,0.701
136,1,0.227,0.685
137,1,0.233,0.669
138,1,0.240,0.654
139,1,0.245,0.646
140,1,0.252,0.632
