Frame,Ball,x,y
0,1,0.746,0.468
1,1,0.737,0.460
2,1,0.720,0.438
3,1,0.708,0.417
4,1,0.696,0.400
5,1,0.682,0.383
6,1,0.672,0.367
7,1,0.660,0.354
8,1,0.649,0.343
9,1,0.639,0.333
10,1,0.627,0.325
11,1,0.616,0.319
12,1,0.609,0.312
13,1,0.598,0.310
14,1,0.590,0.306
15,1,0.581,0.304
16,1,0.573,0.304
17,1,0.563,0.303
18,1,0.556,0.306
19,1,0.548,0.308
20,1,0.539,0.310
21,1,0.533,0.319
22,1,0.524,0.319
23,1,0.520,0.321
24,1,0.514,0.319
25,1,0.509,0.308
26,1,0.503,0.301
27,1,0.500,0.296
28,1,0.496,0.290
29,1,0.491,0.283
30,1,0.487,0.282
31,1,0.481,0.276
32,1,0.479,0.275
33,1,0.473,0.272
34,1,0.475,0.265
35,1,0.477,0.247
36,1,0.479,0.231
37,1,0.482,0.215
38,1,0.486,0.194
39,1,0.488,0.188
40,1,0.492,0.171
41,1,0.494,0.156
42,1,0.496,0.144
43,1,0.500,0.131
44,1,0.502,0.122
45,1,0.505,0.110
46,1,0.509,0.100
47,1,0.513,0.092
48,1,0.516,0.085
49,1,0.519,0.079
50,1,0.523,0.069
51,1,0.526,0.071
52,1,0.531,0.069
53,1,0.536,0.064
54,1,0.538,0.064
55,1,0.541,0.068
56,1,0.546,0.069
57,1,0.549,0.075
58,1,0.554,0.076
59,1,0.559,0.083
60,1,0.563,0.092
61,1,0.567,0.100
62,1,0.572,0.113
63,1,0.578,0.129
64,1,0.584,0.146
65,1,0.588,0.157
66,1,0.592,0.174
67,1,0.597,0.199
68,1,0.605,0.219
69,1,0.607,0.244
70,1,0.613,0.269
71,1,0.619,0.292
72,1,0.625,0.326
73,1,0.619,0.354
74,1,0.585,0.336
75,1,0.555,0.328
76,1,0.529,0.322
77,1,0.502,0.319
78,1,0.483,0.318
79,1,0.462,0.319
80,1,0.444,0.321
81,1,0.428,0.326
82,1,0.412,0.333
83,1,0.398,0.339
84,1,0.387,0.344
85,1,0.376,0.356
86,1,0.367,0.364
87,1,0.358,0.343
88,1,0.352,0.326
89,1,0.349,0.322
90,1,0.348,0.324
91,1,0.348,0.326
92,1,0.346,0.328
93,1,0.345,0.329
94,1,0.341,0.336
95,1,0.342,0.340
96,1,0.340,0.347
97,1,0.340,0.357
98,1,0.336,0.371
99,1,0.336,0.383
100,1,0.335,0.392
101,1,0.332,0.408
102,1,0.328,0.421
103,1,0.343,0.412
104,1,0.359,0.390
105,1,0.372,0.375
106,1,0.385,0.368
107,1,0.398,0.349
108,1,0.409,0.338
109,1,0.422,0.326
110,1,0.430,0.319
111,1,0.441,0.311
112,1,0.452,0.310
113,1,0.459,0.306
114,1,0.470,0.303
115,1,0.478,0.307
116,1,0.484,0.304
117,1,0.492,0.306
118,1,0.499,0.304
119,1,0.506,0.303
120,1,0.513,0.299
121,1,0.516,0.289
122,1,0.521,0.278
123,1,0.526,0.269
124,1,0.530,0.263
125,1,0.534,0.254
126,1,0.537,0.249
127,1,0.541,0.244
128,0,-1.000,-1.000
129,0,-1.000,-1.000
130,0,-1.000,-1.000
131,1,0.555,0.243
132,1,0.559,0.242
133,1,0.559,0.249
134,1,0.559,0.256
135,1,0.561,0.260
136,1,0.563,0.265
137,1,0.563,0.275
138,1,0.564,0.272
139,1,0.559,0.265
140,1,0.556,0.257
141,1,0.552,0.251
142,1,0.552,0.244
143,1,0.548,0.239
144,1,0.543,0.235
145,1,0.541,0.235
146,1,0.538,0.231
147,1,0.533,0.228
148,1,0.528,0.231
149,1,0.523,0.231
150,1,0.519,0.236
151,1,0.515,0.237
152,1,0.509,0.240
153,1,0.503,0.251
154,1,0.497,0.263
155,1,0.492,0.268
156,1,0.487,0.286
157,1,0.480,0.299
158,1,0.473,0.317
159,1,0.469,0.335
160,1,0.459,0.356
161,1,0.453,0.376
162,1,0.446,0.403
163,1,0.438,0.431
164,1,0.429,0.467
165,1,0.422,0.500
166,1,0.412,0.537
167,1,0.405,0.572
168,1,0.396,0.621
169,1,0.385,0.667
170,1,0.376,0.715
171,1,0.366,0.768
172,1,0.358,0.812
173,1,0.358,0.779
174,1,0.359,0.751
175,1,0.359,0.722
176,1,0.360,0.701
177,1,0.359,0.679
178,1,0.359,0.661
179,1,0.361,0.646
180,1,0.360,0.628
181,1,0.361,0.615
182,1,0.361,0.607
183,1,0.361,0.597
184,1,0.361,0.588
