Frame,Ball,x,y
0,1,0.519,0.287
1,1,0.518,0.305
2,1,0.516,0.318
3,1,0.514,0.333
4,1,0.512,0.326
5,1,0.513,0.316
6,1,0.512,0.308
7,1,0.511,0.298
8,1,0.511,0.293
9,1,0.511,0.287
10,1,0.509,0.281
11,1,0.510,0.278
12,1,0.509,0.278
13,1,0.509,0.277
14,1,0.507,0.276
15,1,0.506,0.281
16,1,0.505,0.286
17,1,0.502,0.293
18,1,0.501,0.300
19,1,0.497,0.309
20,1,0.496,0.319
21,1,0.494,0.331
22,1,0.489,0.343
23,1,0.487,0.356
24,1,0.484,0.370
25,1,0.481,0.390
26,1,0.478,0.407
27,1,0.474,0.429
28,1,0.471,0.452
29,1,0.466,0.479
30,1,0.463,0.505
31,1,0.458,0.531
32,1,0.455,0.562
33,1,0.449,0.592
34,1,0.445,0.632
35,1,0.440,0.666
36,1,0.436,0.693
37,1,0.431,0.695
38,1,0.424,0.698
39,1,0.419,0.701
40,1,0.415,0.711
41,1,0.409,0.719
42,1,0.403,0.732
43,1,0.397,0.745
44,1,0.390,0.761
45,1,0.392,0.738
46,1,0.398,0.680
47,1,0.405,0.636
48,1,0.409,0.592
49,1,0.415,0.554
50,1,0.418,0.521
51,1,0.421,0.493
52,1,0.427,0.462
53,1,0.428,0.440
54,1,0.432,0.419
55,1,0.436,0.401
56,1,0.440,0.383
57,1,0.443,0.368
58,1,0.445,0.359
59,1,0.447,0.350
60,1,0.450,0.339
61,1,0.452,0.334
62,1,0.454,0.331
63,1,0.456,0.326
64,1,0.457,0.328
65,1,0.459,0.326
66,1,0.460,0.333
67,1,0.460,0.346
68,1,0.461,0.359
69,1,0.463,0.373
70,1,0.464,0.391
71,1,0.465,0.404
72,1,0.465,0.427
73,1,0.466,0.448
74,1,0.467,0.472
75,1,0.467,0.498
76,1,0.467,0.522
77,1,0.468,0.550
78,1,0.468,0.579
79,1,0.470,0.613
80,1,0.470,0.649
81,1,0.469,0.684
82,1,0.468,0.727
83,1,0.469,0.765
84,1,0.469,0.769
85,1,0.471,0.781
86,1,0.470,0.789
87,1,0.471,0.801
88,1,0.472,0.813
89,1,0.473,0.825
90,1,0.476,0.811
91,1,0.479,0.798
92,1,0.482,0.791
93,1,0.484,0.785
94,1,0.487,0.781
95,1,0.487,0.756
96,1,0.484,0.699
97,1,0.484,0.646
98,1,0.481,0.603
99,1,0.479,0.560
100,1,0.479,0.522
101,1,0.478,0.486
102,1,0.477,0.454
103,1,0.474,0.429
104,1,0.474,0.402
105,1,0.472,0.382
106,1,0.473,0.365
107,1,0.472,0.348
108,1,0.471,0.334
109,1,0.470,0.319
110,1,0.469,0.307
111,1,0.470,0.302
112,1,0.451,0.355
113,1,0.433,0.406
