Frame,Ball,x,y
0,1,0.495,0.637
1,1,0.496,0.631
2,1,0.495,0.626
3,1,0.497,0.626
4,1,0.498,0.624
5,1,0.496,0.596
6,1,0.495,0.561
7,1,0.496,0.536
8,1,0.496,0.510
9,1,0.497,0.485
10,1,0.497,0.467
11,1,0.496,0.449
12,1,0.495,0.431
13,1,0.498,0.418
14,1,0.498,0.406
15,1,0.499,0.396
16,1,0.500,0.388
17,1,0.500,0.378
18,1,0.500,0.372
19,1,0.500,0.371
20,1,0.503,0.371
21,1,0.503,0.364
22,1,0.505,0.365
23,1,0.506,0.367
24,1,0.505,0.367
25,1,0.508,0.347
26,1,0.509,0.333
27,1,0.508,0.319
28,1,0.510,0.314
29,1,0.512,0.300
30,1,0.513,0.293
31,1,0.516,0.286
32,1,0.515,0.285
33,1,0.515,0.283
34,1,0.514,0.289
35,1,0.512,0.292
36,1,0.513,0.299
37,1,0.512,0.306
38,1,0.511,0.314
39,1,0.511,0.325
40,1,0.511,0.336
41,1,0.509,0.350
42,1,0.509,0.367
43,1,0.510,0.383
44,1,0.510,0.404
45,1,0.506,0.425
46,1,0.509,0.439
47,1,0.517,0.439
48,1,0.530,0.422
49,1,0.538,0.404
50,1,0.548,0.392
51,1,0.558,0.378
52,1,0.566,0.367
53,1,0.574,0.362
54,1,0.584,0.353
55,1,0.592,0.343
56,1,0.598,0.340
57,1,0.608,0.339
58,1,0.614,0.336
59,1,0.620,0.336
60,1,0.627,0.331
61,1,0.634,0.336
62,1,0.641,0.339
63,1,0.645,0.342
64,1,0.652,0.344
65,1,0.657,0.340
66,1,0.662,0.326
67,1,0.667,0.310
68,1,0.670,0.306
69,1,0.676,0.297
70,1,0.677,0.289
71,1,0.683,0.283
72,1,0.688,0.279
73,1,0.691,0.272
74,1,0.695,0.271
75,1,0.696,0.265
76,1,0.690,0.265
77,1,0.684,0.269
78,1,0.679,0.272
79,1,0.677,0.271
80,1,0.672,0.275
81,1,0.668,0.279
82,1,0.664,0.286
83,1,0.659,0.293
84,1,0.655,0.301
85,1,0.652,0.303
86,1,0.637,0.303
87,1,0.625,0.299
88,1,0.613,0.301
89,1,0.599,0.304
90,1,0.590,0.303
91,1,0.580,0.310
92,1,0.567,0.311
93,1,0.555,0.319
94,1,0.542,0.331
95,1,0.530,0.342
96,1,0.518,0.351
97,1,0.502,0.371
98,1,0.489,0.383
99,1,0.476,0.403
100,1,0.463,0.429
101,1,0.455,0.443
102,1,0.452,0.435
103,1,0.466,0.417
104,1,0.473,0.400
105,1,0.484,0.382
106,1,0.491,0.372
107,1,0.503,0.356
108,1,0.511,0.350
109,1,0.519,0.342
110,1,0.525,0.333
111,1,0.531,0.325
112,1,0.539,0.322
113,1,0.545,0.319
114,1,0.552,0.314
115,1,0.558,0.317
116,1,0.564,0.317
117,1,0.570,0.317
