Frame,Ball,x,y
0,1,0.545,0.600
1,1,0.534,0.564
2,1,0.527,0.533
3,1,0.514,0.504
4,1,0.506,0.475
5,1,0.502,0.456
6,1,0.493,0.435
7,1,0.486,0.417
8,1,0.480,0.400
9,1,0.473,0.385
10,1,0.469,0.372
11,1,0.463,0.361
12,1,0.458,0.353
13,1,0.452,0.346
14,1,0.448,0.342
15,1,0.445,0.336
16,1,0.441,0.333
17,1,0.436,0.332
18,1,0.433,0.331
19,1,0.430,0.331
20,1,0.427,0.333
21,1,0.422,0.333
22,1,0.420,0.339
23,1,0.419,0.344
24,1,0.416,0.349
25,1,0.412,0.353
26,1,0.409,0.342
27,1,0.409,0.328
28,1,0.409,0.315
29,1,0.408,0.306
30,1,0.408,0.294
31,1,0.404,0.276
32,1,0.406,0.278
33,1,0.408,0.279
34,1,0.411,0.283
35,1,0.415,0.285
36,1,0.420,0.289
37,1,0.426,0.300
38,1,0.429,0.304
39,1,0.434,0.314
40,1,0.438,0.324
41,1,0.445,0.340
42,1,0.448,0.353
43,1,0.456,0.374
44,1,0.461,0.389
45,1,0.469,0.411
46,1,0.471,0.433
47,1,0.478,0.453
48,1,0.489,0.479
49,1,0.497,0.476
50,1,0.505,0.456
51,1,0.514,0.439
52,1,0.522,0.426
53,1,0.531,0.411
54,1,0.539,0.397
55,1,0.547,0.386
56,1,0.555,0.379
57,1,0.562,0.372
58,1,0.567,0.364
59,1,0.577,0.358
60,1,0.583,0.357
61,1,0.590,0.351
62,1,0.598,0.354
63,1,0.605,0.351
64,1,0.609,0.356
65,1,0.614,0.356
66,1,0.620,0.353
67,1,0.623,0.342
68,1,0.627,0.331
69,1,0.634,0.317
70,1,0.637,0.307
71,1,0.641,0.300
72,1,0.645,0.294
73,1,0.648,0.294
74,1,0.648,0.297
75,1,0.651,0.299
76,1,0.654,0.303
77,1,0.655,0.308
78,1,0.659,0.319
79,1,0.661,0.328
80,1,0.662,0.336
81,1,0.666,0.350
82,1,0.669,0.367
83,1,0.670,0.381
84,1,0.675,0.403
85,1,0.679,0.425
86,1,0.681,0.444
87,1,0.684,0.464
88,1,0.688,0.490
89,1,0.686,0.475
90,1,0.684,0.453
91,1,0.681,0.431
92,1,0.681,0.414
93,1,0.680,0.397
94,1,0.677,0.381
95,1,0.674,0.367
96,1,0.673,0.356
97,1,0.670,0.344
98,1,0.670,0.335
99,1,0.666,0.325
100,1,0.667,0.322
101,1,0.662,0.314
102,1,0.663,0.312
103,1,0.661,0.311
104,1,0.659,0.311
105,1,0.658,0.311
106,1,0.655,0.314
107,1,0.655,0.312
108,1,0.653,0.318
109,1,0.652,0.322
110,1,0.650,0.325
111,1,0.648,0.331
112,1,0.648,0.328
113,1,0.647,0.311
114,1,0.647,0.300
115,1,0.647,0.289
116,1,0.648,0.285
117,1,0.647,0.278
118,1,0.648,0.271
119,1,0.647,0.269
120,1,0.645,0.261
121,1,0.647,0.261
122,1,0.648,0.261
123,1,0.648,0.267
124,1,0.650,0.264
125,1,0.651,0.271
126,1,0.653,0.278
127,1,0.653,0.281
128,1,0.655,0.290
129,1,0.657,0.297
130,1,0.651,0.283
131,1,0.644,0.258
132,1,0.637,0.242
133,1,0.630,0.221
134,1,0.624,0.201
135,1,0.616,0.181
136,1,0.609,0.167
