Frame,Ball,x,y
0,1,0.325,0.361
1,1,0.323,0.366
2,1,0.320,0.372
3,1,0.319,0.379
4,1,0.316,0.390
5,1,0.314,0.400
6,1,0.309,0.414
7,1,0.308,0.426
8,1,0.307,0.443
9,1,0.303,0.460
10,1,0.302,0.481
11,1,0.299,0.498
12,1,0.296,0.521
13,1,0.296,0.544
14,1,0.291,0.575
15,1,0.290,0.603
16,1,0.288,0.601
17,1,0.286,0.592
18,1,0.285,0.582
19,1,0.284,0.571
20,1,0.284,0.569
21,1,0.285,0.566
22,1,0.283,0.562
23,1,0.282,0.562
24,1,0.280,0.562
25,1,0.279,0.565
26,1,0.279,0.568
27,1,0.279,0.575
28,1,0.279,0.573
29,1,0.292,0.521
30,1,0.304,0.479
31,1,0.316,0.434
32,1,0.328,0.392
33,1,0.340,0.353
34,1,0.348,0.320
35,1,0.361,0.284
36,1,0.371,0.256
37,1,0.381,0.229
38,1,0.393,0.198
39,1,0.401,0.181
40,1,0.413,0.159
41,1,0.420,0.144
42,1,0.426,0.127
43,1,0.435,0.109
44,1,0.443,0.095
45,1,0.450,0.083
46,1,0.458,0.073
47,1,0.467,0.065
48,1,0.474,0.059
49,1,0.481,0.055
50,1,0.487,0.049
51,1,0.495,0.048
52,1,0.501,0.046
53,1,0.508,0.048
54,1,0.514,0.048
55,1,0.520,0.053
56,1,0.526,0.057
57,1,0.533,0.064
58,1,0.537,0.069
59,1,0.543,0.077
60,1,0.549,0.086
61,1,0.554,0.095
62,1,0.559,0.106
63,1,0.564,0.117
64,1,0.569,0.131
65,1,0.573,0.144
66,1,0.579,0.157
67,1,0.576,0.165
68,1,0.572,0.176
69,1,0.568,0.185
70,1,0.564,0.196
71,1,0.558,0.212
72,1,0.553,0.228
73,1,0.548,0.244
74,1,0.544,0.262
75,1,0.538,0.283
76,1,0.532,0.303
77,1,0.527,0.331
78,1,0.522,0.357
79,1,0.515,0.383
80,1,0.510,0.419
81,1,0.501,0.455
82,1,0.495,0.483
83,1,0.491,0.528
84,1,0.484,0.570
85,1,0.481,0.600
86,1,0.489,0.575
87,1,0.497,0.545
88,1,0.506,0.519
89,1,0.515,0.494
