Frame,Ball,x,y
0,1,0.438,0.285
1,1,0.440,0.298
2,1,0.444,0.313
3,1,0.447,0.329
4,1,0.449,0.332
5,1,0.452,0.322
6,1,0.453,0.312
7,1,0.454,0.304
8,1,0.456,0.300
9,1,0.458,0.294
10,1,0.460,0.289
11,1,0.461,0.286
12,1,0.464,0.283
13,1,0.465,0.283
14,1,0.466,0.286
15,1,0.468,0.293
16,1,0.468,0.299
17,1,0.470,0.309
18,1,0.472,0.318
19,1,0.474,0.329
20,1,0.477,0.339
21,1,0.480,0.354
22,1,0.482,0.369
23,1,0.486,0.387
24,1,0.487,0.404
25,1,0.492,0.426
26,1,0.495,0.446
27,1,0.500,0.477
28,1,0.505,0.501
29,1,0.509,0.530
30,1,0.513,0.559
31,1,0.519,0.591
32,1,0.525,0.629
33,1,0.530,0.669
34,1,0.537,0.711
35,1,0.542,0.733
36,1,0.547,0.738
37,1,0.554,0.745
38,1,0.560,0.754
39,1,0.567,0.765
40,1,0.574,0.781
41,1,0.581,0.793
42,1,0.589,0.815
43,1,0.589,0.808
44,1,0.588,0.792
45,1,0.586,0.779
46,1,0.583,0.768
47,1,0.581,0.758
48,1,0.580,0.751
49,1,0.578,0.747
50,1,0.575,0.734
51,1,0.571,0.684
52,1,0.569,0.637
53,1,0.565,0.597
54,1,0.561,0.557
55,1,0.556,0.520
56,1,0.554,0.487
57,1,0.551,0.456
58,1,0.547,0.431
59,1,0.544,0.401
60,1,0.541,0.379
61,1,0.538,0.359
62,1,0.536,0.348
63,1,0.533,0.329
64,1,0.530,0.313
65,1,0.527,0.302
66,1,0.524,0.293
67,1,0.522,0.284
68,1,0.519,0.278
69,1,0.518,0.270
70,1,0.515,0.269
71,1,0.513,0.269
72,1,0.511,0.270
73,1,0.508,0.270
74,1,0.507,0.273
75,1,0.505,0.278
76,1,0.504,0.281
77,1,0.502,0.290
78,1,0.500,0.297
79,1,0.497,0.306
80,1,0.497,0.315
81,1,0.495,0.328
82,1,0.494,0.339
83,1,0.492,0.353
84,1,0.491,0.368
85,1,0.490,0.381
86,1,0.488,0.394
87,1,0.487,0.377
88,1,0.486,0.361
89,1,0.486,0.348
90,1,0.485,0.334
91,1,0.483,0.320
92,1,0.483,0.309
93,1,0.482,0.300
94,1,0.482,0.292
95,1,0.480,0.284
96,1,0.480,0.279
97,1,0.479,0.271
98,1,0.478,0.270
99,1,0.477,0.269
100,1,0.477,0.266
101,1,0.476,0.268
102,1,0.474,0.268
103,1,0.471,0.263
104,1,0.468,0.259
105,1,0.463,0.254
106,1,0.461,0.250
107,1,0.458,0.252
108,1,0.456,0.251
109,1,0.450,0.256
110,1,0.448,0.259
111,1,0.445,0.263
112,1,0.443,0.269
113,0,-1.000,-1.000
114,0,-1.000,-1.000
115,0,-1.000,-1.000
116,0,-1.000,-1.000
117,0,-1.000,-1.000
118,0,-1.000,-1.000
119,0,-1.000,-1.000
120,0,-1.000,-1.000
121,0,-1.000,-1.000
122,1,0.428,0.298
123,1,0.427,0.313
124,1,0.426,0.332
125,1,0.425,0.335
126,1,0.425,0.324
127,1,0.423,0.311
