Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,0,-1.000,-1.000
11,0,-1.000,-1.000
12,0,-1.000,-1.000
13,0,-1.000,-1.000
14,0,-1.000,-1.000
15,0,-1.000,-1.000
16,0,-1.000,-1.000
17,0,-1.000,-1.000
18,0,-1.000,-1.000
19,0,-1.000,-1.000
20,0,-1.000,-1.000
21,0,-1.000,-1.000
22,0,-1.000,-1.000
23,0,-1.000,-1.000
24,0,-1.000,-1.000
25,0,-1.000,-1.000
26,0,-1.000,-1.000
27,0,-1.000,-1.000
28,0,-1.000,-1.000
29,0,-1.000,-1.000
30,0,-1.000,-1.000
31,0,-1.000,-1.000
32,0,-1.000,-1.000
33,0,-1.000,-1.000
34,0,-1.000,-1.000
35,0,-1.000,-1.000
36,0,-1.000,-1.000
37,0,-1.000,-1.000
38,0,-1.000,-1.000
39,0,-1.000,-1.000
40,0,-1.000,-1.000
41,0,-1.000,-1.000
42,0,-1.000,-1.000
43,0,-1.000,-1.000
44,0,-1.000,-1.000
45,0,-1.000,-1.000
46,0,-1.000,-1.000
47,1,0.727,0.690
48,1,0.430,0.270
49,1,0.434,0.282
50,1,0.436,0.294
51,1,0.439,0.305
52,1,0.442,0.323
53,1,0.445,0.336
54,1,0.446,0.329
55,1,0.447,0.318
56,1,0.449,0.309
57,1,0.451,0.301
58,1,0.452,0.293
59,1,0.452,0.288
60,1,0.453,0.285
61,1,0.455,0.281
62,1,0.456,0.280
63,1,0.457,0.282
64,1,0.458,0.291
65,1,0.461,0.300
66,1,0.463,0.312
67,1,0.466,0.323
68,1,0.468,0.334
69,1,0.470,0.351
70,1,0.473,0.366
71,1,0.476,0.383
72,1,0.480,0.401
73,1,0.482,0.424
74,0,-1.000,-1.000
75,1,0.491,0.475
76,0,-1.000,-1.000
77,1,0.502,0.531
78,1,0.507,0.559
79,1,0.512,0.594
80,1,0.518,0.635
81,1,0.522,0.656
82,1,0.529,0.662
83,1,0.534,0.668
84,1,0.540,0.676
85,1,0.547,0.687
86,1,0.554,0.701
87,1,0.561,0.718
88,1,0.569,0.734
89,1,0.573,0.756
90,1,0.581,0.767
91,1,0.570,0.702
92,1,0.563,0.656
93,1,0.557,0.609
94,1,0.550,0.565
95,1,0.545,0.531
96,1,0.540,0.497
97,1,0.536,0.476
98,1,0.532,0.448
99,1,0.525,0.425
100,1,0.522,0.406
101,1,0.519,0.390
102,1,0.516,0.375
103,1,0.511,0.361
104,1,0.508,0.351
105,1,0.504,0.343
106,1,0.503,0.336
107,1,0.501,0.331
108,1,0.497,0.328
109,1,0.489,0.334
110,1,0.476,0.345
111,1,0.461,0.360
112,1,0.450,0.373
113,1,0.436,0.390
114,1,0.423,0.406
115,1,0.405,0.431
116,1,0.392,0.446
117,1,0.377,0.471
118,1,0.358,0.498
119,1,0.342,0.527
120,1,0.325,0.556
121,1,0.308,0.589
122,1,0.290,0.621
123,1,0.271,0.658
124,1,0.262,0.674
125,1,0.239,0.694
126,1,0.219,0.694
127,1,0.203,0.704
128,1,0.186,0.714
129,1,0.169,0.726
130,1,0.151,0.741
131,1,0.138,0.756
132,1,0.127,0.770
133,1,0.131,0.784
134,1,0.138,0.806
135,1,0.143,0.819
136,1,0.148,0.838
137,1,0.167,0.831
138,1,0.184,0.822
139,1,0.199,0.815
140,1,0.215,0.814
141,1,0.230,0.811
142,1,0.245,0.810
143,1,0.258,0.812
144,1,0.266,0.795
145,1,0.272,0.786
146,1,0.280,0.775
147,1,0.287,0.768
148,1,0.295,0.762
149,1,0.302,0.757
150,1,0.308,0.757
151,1,0.317,0.756
152,1,0.322,0.759
153,1,0.330,0.762
154,1,0.336,0.751
155,1,0.343,0.743
156,1,0.351,0.734
157,1,0.358,0.726
158,1,0.362,0.727
159,1,0.370,0.724
160,1,0.377,0.727
161,1,0.385,0.720
162,1,0.390,0.714
163,1,0.397,0.711
164,1,0.404,0.706
165,1,0.409,0.706
166,1,0.415,0.702
167,1,0.421,0.697
168,1,0.427,0.695
169,1,0.433,0.693
170,1,0.440,0.686
171,1,0.444,0.684
172,1,0.451,0.681
173,1,0.455,0.677
174,1,0.460,0.674
175,1,0.465,0.670
176,1,0.472,0.668
177,1,0.478,0.663
178,1,0.482,0.659
179,1,0.487,0.659
180,1,0.492,0.656
181,1,0.496,0.651
182,1,0.502,0.650
183,1,0.507,0.647
184,1,0.512,0.645
185,1,0.517,0.640
186,1,0.520,0.639
187,1,0.525,0.636
188,1,0.530,0.634
189,1,0.533,0.631
190,1,0.538,0.629
191,1,0.543,0.628
192,1,0.547,0.625
193,1,0.550,0.620
194,1,0.555,0.620
195,1,0.558,0.616
196,1,0.562,0.615
197,1,0.565,0.613
198,1,0.566,0.598
199,1,0.567,0.590
200,1,0.569,0.581
201,1,0.568,0.573
202,1,0.571,0.570
203,1,0.494,0.154
204,0,-1.000,-1.000
205,0,-1.000,-1.000
206,1,0.299,0.225
207,0,-1.000,-1.000
208,0,-1.000,-1.000
209,0,-1.000,-1.000
210,0,-1.000,-1.000
211,0,-1.000,-1.000
212,1,0.566,0.480
213,1,0.563,0.456
214,1,0.561,0.439
215,1,0.557,0.414
216,1,0.555,0.398
217,1,0.553,0.386
218,1,0.549,0.372
219,1,0.547,0.361
220,1,0.544,0.352
221,1,0.543,0.344
222,1,0.540,0.337
223,1,0.537,0.333
224,1,0.535,0.329
225,1,0.533,0.329
226,1,0.530,0.328
227,1,0.528,0.329
228,1,0.526,0.331
229,1,0.523,0.335
230,1,0.520,0.338
231,0,-1.000,-1.000
232,0,-1.000,-1.000
233,0,-1.000,-1.000
234,0,-1.000,-1.000
235,0,-1.000,-1.000
236,0,-1.000,-1.000
237,0,-1.000,-1.000
238,0,-1.000,-1.000
239,0,-1.000,-1.000
240,0,-1.000,-1.000
241,0,-1.000,-1.000
242,0,-1.000,-1.000
243,0,-1.000,-1.000
244,0,-1.000,-1.000
245,0,-1.000,-1.000
246,0,-1.000,-1.000
247,0,-1.000,-1.000
248,1,0.527,0.300
249,1,0.527,0.300
250,1,0.524,0.300
251,1,0.524,0.303
252,1,0.523,0.306
253,1,0.523,0.313
254,1,0.523,0.318
255,1,0.522,0.325
256,1,0.521,0.333
257,1,0.520,0.338
258,1,0.521,0.351
259,1,0.519,0.352
260,1,0.519,0.337
261,1,0.519,0.329
262,1,0.518,0.318
263,1,0.518,0.309
264,1,0.517,0.300
265,1,0.515,0.291
266,1,0.516,0.288
267,1,0.514,0.284
268,1,0.514,0.279
269,1,0.514,0.280
270,1,0.512,0.277
271,1,0.512,0.276
272,1,0.511,0.280
273,1,0.511,0.284
274,1,0.510,0.285
275,1,0.510,0.277
276,1,0.508,0.269
277,1,0.507,0.267
278,1,0.507,0.261
279,1,0.506,0.257
280,1,0.503,0.253
281,1,0.504,0.255
282,1,0.503,0.253
283,1,0.501,0.256
284,1,0.501,0.258
285,0,-1.000,-1.000
286,0,-1.000,-1.000
287,0,-1.000,-1.000
288,0,-1.000,-1.000
289,0,-1.000,-1.000
290,0,-1.000,-1.000
291,0,-1.000,-1.000
292,0,-1.000,-1.000
293,0,-1.000,-1.000
294,0,-1.000,-1.000
295,0,-1.000,-1.000
296,0,-1.000,-1.000
297,0,-1.000,-1.000
298,0,-1.000,-1.000
299,1,0.494,0.270
300,1,0.494,0.290
301,1,0.495,0.308
302,1,0.494,0.322
303,1,0.495,0.323
304,1,0.495,0.308
305,1,0.495,0.300
306,1,0.495,0.290
307,1,0.496,0.281
308,0,-1.000,-1.000
309,0,-1.000,-1.000
310,0,-1.000,-1.000
311,0,-1.000,-1.000
312,0,-1.000,-1.000
313,1,0.496,0.274
314,1,0.498,0.284
315,1,0.497,0.297
316,1,0.498,0.314
317,1,0.498,0.329
318,1,0.498,0.319
319,1,0.497,0.307
320,1,0.497,0.298
321,1,0.496,0.290
322,0,-1.000,-1.000
323,0,-1.000,-1.000
324,0,-1.000,-1.000
325,0,-1.000,-1.000
326,1,0.498,0.278
327,1,0.498,0.291
328,1,0.498,0.307
329,1,0.497,0.320
330,1,0.497,0.329
331,1,0.497,0.315
332,1,0.497,0.307
333,1,0.496,0.294
334,1,0.496,0.285
335,0,-1.000,-1.000
336,0,-1.000,-1.000
337,0,-1.000,-1.000
338,0,-1.000,-1.000
339,0,-1.000,-1.000
340,0,-1.000,-1.000
341,0,-1.000,-1.000
342,0,-1.000,-1.000
343,0,-1.000,-1.000
344,0,-1.000,-1.000
345,0,-1.000,-1.000
346,0,-1.000,-1.000
347,0,-1.000,-1.000
348,0,-1.000,-1.000
349,0,-1.000,-1.000
350,0,-1.000,-1.000
351,0,-1.000,-1.000
352,0,-1.000,-1.000
353,0,-1.000,-1.000
354,0,-1.000,-1.000
355,1,0.503,0.249
356,0,-1.000,-1.000
357,0,-1.000,-1.000
358,0,-1.000,-1.000
359,1,0.508,0.269
360,1,0.509,0.278
361,1,0.511,0.293
362,1,0.512,0.305
363,1,0.516,0.320
364,1,0.519,0.333
365,1,0.519,0.328
366,1,0.519,0.314
367,1,0.521,0.309
368,1,0.522,0.301
369,1,0.523,0.295
370,1,0.524,0.293
371,1,0.527,0.287
372,1,0.527,0.286
373,1,0.528,0.282
374,1,0.528,0.282
375,1,0.523,0.293
376,1,0.520,0.302
377,1,0.515,0.310
378,1,0.510,0.320
379,1,0.506,0.334
380,1,0.499,0.345
381,1,0.498,0.358
382,1,0.497,0.378
383,1,0.494,0.395
384,1,0.489,0.411
385,1,0.485,0.434
386,1,0.482,0.462
387,1,0.480,0.481
388,1,0.477,0.512
389,1,0.472,0.540
390,1,0.469,0.569
391,1,0.467,0.606
392,1,0.464,0.644
393,1,0.461,0.681
394,1,0.461,0.692
395,1,0.459,0.696
396,1,0.458,0.704
397,1,0.458,0.715
398,1,0.457,0.722
399,1,0.458,0.742
400,1,0.458,0.756
401,1,0.460,0.732
